142,125,232,164
138.05,124.57,228.07,163.58
133.48,125.07,223.49,164.07
128.01,124.83,218.01,163.83
124.63,125.27,214.6,164.26
119.65,123.39,209.63,162.38
115.44,123.59,205.36,162.55
110.31,122.56,200.24,161.52
105.95,122.36,195.87,161.32
100.88,121.37,190.82,160.34
95.738,120.36,185.66,159.33
91.305,119.9,181.25,158.88
86.293,118.82,176.22,157.79
81.911,119,171.89,157.99
76.232,117.46,166.22,156.45
71.893,117.11,161.92,156.13
66.8,116.15,156.81,155.15
61.541,116.04,151.6,155.07
56.064,115.79,146.04,154.77
50.415,115.15,140.48,154.17
44.951,114.74,135.06,153.79
39.511,113.93,129.55,152.94
33.353,114.55,123.51,153.61
26.759,113.05,116.88,152.1
21.217,114.6,111.37,153.67
15.3,115.03,105.47,154.11
10.29,116.12,100.47,155.2
3.9979,117.5,94.119,156.55
-2.7742,118.69,87.398,157.76
-8.4341,120.65,81.747,159.73
-15.651,121.3,74.457,160.35
-20.548,122.94,69.591,162
-27.14,123.54,62.912,162.56
-34.036,124.78,55.813,163.71
-37.734,125.26,52.211,164.23
-39.766,125.82,50.199,164.81
-39.269,126.3,50.609,165.24
-40.804,126.18,49.152,165.16
-41.013,125.81,49.13,164.88
-41.051,125.54,49.168,164.64
-41.972,125.37,48.298,164.49
-40.895,125.23,49.351,164.34
-38.398,123.7,51.896,162.83
-37.194,123.17,52.899,162.21
-35.044,122.14,55.118,161.21
-32.624,121.25,57.665,160.38
-29.768,120.25,60.501,159.37
-27.576,118.71,62.717,157.84
-24.6,118.49,65.637,157.6
-21.93,116.33,68.314,155.44
-19.843,116.36,70.361,155.45
-18.352,114.47,71.815,153.54
-15.354,113.45,74.834,152.54
-12.967,112.46,77.2,151.53
-10.309,110.85,79.802,149.9
-3.2075,110.03,86.816,149.04
-0.24171,108.46,89.858,147.51
6.5081,106.78,96.698,145.87
10.244,106.05,100.42,145.13
15.183,104.99,105.28,144.03
21.442,104.32,111.54,143.36
25.163,103.77,115.26,142.81
31.955,103.1,121.86,142.06
36.594,103.13,126.66,142.16
41.155,102.82,131.19,141.84
47.39,103.21,137.41,142.22
51.501,103.7,141.5,142.7
55.545,104.32,145.68,143.38
55.377,106.43,145.46,145.47
56.086,107.75,146.14,146.78
56.603,108.79,146.63,147.8
56.556,110.68,146.61,149.71
57.147,111.69,147.16,150.69
58.033,112.92,148,151.9
58.817,114.89,148.82,153.89
58.818,115.8,148.84,154.81
59.216,116.91,149.24,155.92
58.719,117.85,148.74,156.86
58.71,119.09,148.74,158.1
58.856,119.16,148.89,158.18
59.357,120.58,149.37,159.58
59.834,121.59,149.85,160.6
59.242,121.99,149.21,160.97
59.146,123.67,149.11,162.66
58.859,123.81,148.74,162.76
59.317,124.85,149.18,163.79
57.975,126.23,147.85,165.17
58.387,126.22,148.34,165.2
58.404,127.74,148.29,166.69
58.322,128.44,148.28,167.42
57.651,129.24,147.55,168.2
58.178,130.3,148.07,169.25
57.215,130.8,147.08,169.74
57.272,132.35,147.16,171.3
56.473,132.58,146.48,171.58
56.478,134.09,146.47,173.09
56.16,134.3,146.19,173.32
58.837,135.74,148.81,174.73
59.928,136.68,149.91,175.67
63.274,137.21,153.27,176.21
64.137,139.1,154.16,178.11
66.661,138.99,156.64,177.98
68.221,140.97,158.1,179.92
69.17,140.57,159.07,179.53
71.645,142.16,161.47,181.08
75.389,143.74,165.3,182.7
79.341,143.78,169.3,182.77
84.98,145.89,174.67,184.76
86.928,146.35,176.6,185.21
92.746,147.02,182.42,185.88
95.704,148.78,185.37,187.64
100.43,148.96,189.97,187.75
104.77,150.46,194.25,189.23
108.01,151.06,197.45,189.81
113.18,151.79,202.4,190.45
117.43,153.32,206.6,191.95
120.77,153.29,210.06,191.98
125.6,154.92,214.86,193.59
129.08,155.16,218.22,193.79
133.19,156.64,222.36,195.27
137.59,157.08,226.77,195.72
140.81,158.26,230,196.91
145.68,158.45,234.91,197.11
149.3,159.44,238.54,198.11
153.78,160.34,243.12,199.06
157.68,160.46,246.99,199.16
161.98,161.61,251.28,200.31
166.06,161.68,255.38,200.38
169.71,162.97,259.15,201.73
174.91,163.51,264.22,202.21
177.03,163.99,266.23,202.64
182.43,164.56,271.59,203.19
185.46,165.75,274.34,204.26
189.54,166.56,278.5,205.1
193.68,166.9,282.68,205.46
196.37,168.58,285.37,207.14
199.63,168.89,288.67,207.47
204.37,169.79,293.62,208.46
204.51,170.8,293.69,209.43
207.42,170.96,296.69,209.64
207.02,173.14,296.16,211.76
208.7,171.36,297.9,210.01
210.61,173.51,300.07,212.27
210.85,174.02,300.43,212.83
213.32,174.39,302.78,213.15
213.51,175.94,303,214.72
215.16,175.92,304.85,214.78
215.98,176.85,305.65,215.7
214.57,177.74,304.24,216.6
213.92,178.69,303.71,217.59
213.01,180.65,302.75,219.54
212.27,181.01,301.99,219.88
211.18,182.48,300.94,221.38
210.5,183.13,300.31,222.05
209.1,184.92,298.95,223.86
208.17,185.84,298.24,224.87
207.83,187.35,298.28,226.54
206.45,188.95,297.1,228.24
206.57,190.18,297.09,229.41
205.35,190.84,295.67,229.98
204.81,192.24,295.21,231.42
203.45,193.77,293.8,232.92
202.44,194.86,292.75,233.99
201.73,195.54,292.28,234.78
200.2,196.27,290.88,235.56
199.84,195.82,291,235.33
198.28,195.82,289.68,235.44
197.76,195.79,289.26,235.45
196.26,195.23,287.96,234.97
195.54,195.8,287.12,235.5
195,194.49,286.69,234.23
193.36,193.51,285.11,233.28
193.06,192.64,284.71,232.37
191.02,191.12,282.87,230.94
190.93,189.82,282.99,229.72
189.25,188.78,281.38,228.71
188.25,186.84,280.37,226.77
187.18,185.86,279.1,225.7
185.71,184.19,277.78,224.1
185.63,183.7,277.68,223.6
183.2,181.63,275.2,221.52
183.81,181.03,275.84,220.92
181.85,179.44,273.81,219.31
181.32,178.06,273.2,217.88
180.23,177.06,271.97,216.82
178.4,176.08,270,215.78
177.87,174.86,269.35,214.5
176.67,173.52,268.19,213.19
175.44,172.82,266.94,212.47
174.97,170.86,266.4,210.49
173.06,170.31,264.5,209.94
172.22,169.12,263.58,208.72
171.2,167.84,262.46,207.39
169.21,167.56,260.46,207.11
168.19,165.51,259.43,205.05
166.82,165.05,258.08,204.6
165.32,164.11,256.17,203.48
164.44,162.72,255.04,201.98
163.91,162.25,253.2,200.94
158.61,160.82,246.57,198.92
157.79,160.39,245.76,198.5
155.6,159.22,243.25,197.19
154.79,157.92,242.49,195.92
