136,146,188,283
135,147,187,282
135,145,188,282
135,143,187,282
133,144,188,282
134,140,186,282
134,140,186,281
132,140,184,279
132,140,184,282
132,140,184,279
130,142,182,279
131,142,182,278
130,142,181,276
128,140,180,277
127,141,180,278
126,139,178,274
124,136,178,271
124,136,176,272
124,134,175,268
125,136,175,271
122,132,174,268
124,132,174,269
124,134,172,266
125,133,174,263
124,136,173,266
124,134,172,264
124,135,174,264
122,134,174,264
125,132,172,262
126,133,172,266
126,130,174,261
128,130,174,259
125,128,172,261
126,128,173,260
125,128,174,258
125,127,172,258
126,128,172,259
124,128,172,261
124,129,172,256
124,128,170,261
124,130,168,257
123,129,169,257
124,129,170,254
123,126,169,253
124,126,169,251
122,123,169,249
123,123,170,250
124,120,168,251
126,122,170,248
126,124,171,252
128,124,173,247
128,125,174,249
128,125,172,249
130,126,175,247
130,126,174,249
132,126,175,245
134,123,177,243
134,122,181,244
134,118,178,243
135,118,178,243
138,118,181,245
138,116,180,244
139,116,180,244
141,118,182,239
142,118,180,239
142,118,183,237
143,119,182,238
144,117,185,237
145,118,184,236
145,118,183,236
148,116,188,232
148,114,190,230
148,114,194,237
150,112,192,234
150,112,195,232
154,112,196,224
154,112,200,226
156,112,200,229
156,113,199,230
162,113,199,228
157,114,201,228
164,114,202,227
164,114,205,226
166,112,206,226
166,112,206,225
168,109,208,226
170,110,210,224
170,108,210,222
169,108,210,224
171,106,213,224
170,108,214,221
172,109,214,222
173,108,215,219
175,109,216,224
173,112,213,220
176,107,216,217
174,108,216,219
178,106,218,215
179,106,217,212
181,104,219,213
181,103,222,212
182,105,226,214
186,104,225,211
186,104,229,219
186,106,230,214
190,104,230,214
190,106,234,212
193,102,234,214
192,103,234,212
194,104,238,212
197,104,238,210
199,101,237,211
198,102,239,211
203,100,240,211
202,99,240,208
198,98,242,211
206,98,243,207
207,100,244,211
208,98,244,209
205,100,244,211
206,102,242,207
206,100,245,206
206,99,244,204
208,98,244,202
207,98,246,200
208,96,244,195
208,96,246,200
208,94,245,198
208,94,244,200
208,95,246,197
207,94,245,197
209,97,245,196
208,98,246,197
210,95,246,194
210,98,246,197
208,96,246,196
210,94,246,196
210,94,246,197
210,94,244,194
208,94,245,193
208,92,245,190
208,92,244,193
207,90,244,194
206,90,242,196
205,92,245,197
205,92,242,194
204,92,242,193
205,92,240,194
203,93,238,190
202,94,240,192
200,91,238,190
198,90,236,190
198,90,237,189
198,90,234,188
197,88,234,185
194,88,232,188
196,88,232,187
196,88,230,185
194,89,230,188
195,89,231,186
194,90,230,184
194,89,229,189
192,90,228,186
192,90,228,186
194,88,228,183
194,89,225,180
194,87,226,182
192,86,227,183
194,86,226,185
191,85,225,186
192,85,227,181
191,86,226,186
190,86,224,182
188,86,222,180
189,86,224,178
187,86,223,178
186,86,221,180
185,86,222,180
184,86,220,182
185,84,221,175
184,83,220,179
183,82,219,182
184,82,220,176
184,82,220,172
183,82,219,178
182,84,218,176
184,83,218,174
183,83,219,171
185,84,218,176
184,84,218,176
184,82,218,171
184,82,218,170
184,81,217,172
184,80,219,171
184,80,217,171
183,79,219,172
182,80,218,168
182,79,216,172
182,79,217,172
181,80,217,170
180,79,215,171
181,80,213,172
180,79,214,170
180,78,212,165
181,80,214,169
178,79,214,168
179,78,212,168
180,78,213,168
180,77,210,166
179,77,213,164
180,77,213,168
178,78,212,168
180,78,211,164
179,78,212,163
180,78,213,165
179,78,211,166
180,78,212,166
181,76,212,164
180,76,211,163
180,75,213,162
180,74,215,160
178,74,212,160
178,74,212,162
180,75,210,163
180,73,212,164
179,74,210,164
179,76,211,162
177,78,210,161
177,74,208,161
178,74,210,159
178,75,207,160
177,75,209,160
177,74,206,152
177,74,206,156
174,72,206,157
176,72,208,156
174,72,206,158
173,71,208,156
173,72,205,160
174,72,206,155
172,72,204,159
172,74,203,158
173,72,202,156
172,73,204,157
172,72,204,160
172,68,205,155
171,70,204,156
171,69,205,159
170,68,203,155
172,68,202,154
170,66,202,154
170,68,202,152
168,68,200,151
168,70,200,150
168,70,200,152
168,70,199,150
166,70,196,153
166,68,196,150
165,68,195,153
166,68,197,152
165,67,194,147
164,66,193,149
163,65,192,150
163,66,193,148
165,66,193,149
164,68,194,152
162,68,192,148
162,68,192,148
162,67,191,152
162,68,190,146
163,66,192,144
162,66,192,142
163,66,192,144
162,64,190,145
162,64,192,145
162,62,190,142
162,63,191,144
162,63,190,144
161,60,190,141
161,65,189,142
160,64,190,143
160,66,188,142
159,66,189,144
158,64,187,141
159,66,188,144
159,64,186,140
159,62,184,141
158,62,187,140
159,61,186,137
158,60,185,140
156,62,186,139
158,60,185,141
158,60,185,138
158,62,186,138
158,62,186,139
158,62,187,140
158,62,187,140
159,62,188,142
161,61,186,138
159,60,188,140
160,58,189,138
158,58,188,134
159,57,188,136
159,56,188,137
159,58,188,137
160,57,188,138
161,59,187,137
160,61,188,136
159,59,188,137
159,61,188,134
159,59,185,134
159,60,186,137
157,60,186,134
158,60,186,132
158,58,186,137
158,56,184,133
156,57,186,136
158,56,184,128
157,57,185,130
157,55,184,132
155,56,184,132
157,57,184,132
156,56,184,134
157,58,184,132
156,57,184,133
155,58,185,135
157,58,184,132
156,56,183,130
156,56,184,130
156,56,184,129
156,54,184,128
154,54,184,130
156,54,182,130
155,54,182,128
155,53,181,128
154,55,184,130
154,56,181,130
154,56,180,127
154,56,179,128
154,56,180,128
154,55,180,126
152,54,179,126
152,54,178,127
152,53,178,126
152,53,178,130
152,53,178,123
154,53,176,125
153,54,176,125
151,54,178,124
152,54,178,125
152,52,177,126
153,54,176,123
152,54,178,124
152,54,178,126
151,54,176,125
152,52,178,121
151,54,178,125
154,50,178,124
152,51,178,121
152,49,177,124
151,50,177,122
152,50,177,120
152,51,176,124
150,52,177,122
151,50,178,122
150,51,176,123
150,52,177,123
152,51,176,123
148,50,174,120
148,52,175,117
147,50,174,119
147,49,174,116
148,47,174,119
146,47,174,119
148,48,172,118
146,48,173,118
146,48,174,117
146,49,172,117
147,49,174,121
146,49,172,120
146,49,171,118
146,48,173,117
148,50,174,117
147,48,172,116
147,48,172,117
147,46,172,123
148,46,172,118
147,46,172,119
148,46,172,120
146,44,170,117
148,47,171,119
146,46,171,118
147,46,172,117
146,48,171,112
145,49,169,114
145,48,170,117
145,49,172,111
144,46,170,112
144,46,170,112
145,45,169,114
144,46,168,114
145,44,169,114
144,45,168,115
144,44,168,115
144,46,168,112
144,46,168,112
144,47,166,114
144,46,168,111
144,46,168,112
144,46,168,114
144,46,167,110
142,44,170,110
144,46,168,114
145,44,168,113
145,44,167,111
146,41,166,112
144,42,168,113
143,40,168,110
144,42,168,110
144,43,168,112
144,44,166,113
144,45,166,112
143,44,166,112
144,45,167,109
144,45,168,110
142,45,168,112
142,44,165,108
144,44,165,108
143,43,165,110
142,42,167,108
143,40,166,111
143,40,166,113
143,41,163,108
142,40,166,108
142,43,167,108
141,43,166,106
142,43,167,108
142,42,167,106
142,41,165,108
144,43,168,109
143,40,167,110
142,40,169,108
145,39,167,107
143,40,166,108
143,40,168,106
145,39,167,111
142,38,169,106
144,40,170,110
144,42,168,108
144,42,167,108
143,40,167,107
144,40,168,106
142,42,166,107
143,41,167,105
141,40,166,107
144,40,166,103
142,40,168,105
141,38,166,105
144,38,165,102
144,39,166,105
145,37,168,103
144,39,168,103
145,40,168,106
143,39,166,104
144,39,167,105
144,40,168,104
145,39,171,102
146,40,169,100
146,38,168,98
146,38,168,100
146,37,169,106
145,38,168,102
